Data,Hora UTC,PRECIPITACAO TOTAL,TEMPERATURA MAXIMA,TEMPERATURA MINIMA,UMIDADE REL MAX,UMIDADE REL MIN
2021/11/03,1400 UTC,0,4,17,4,24
2021/11/03,1500 UTC,0,2,16,1,25
2021/11/03,1600 UTC,0,15,4,26,2
2021/11/03,1700 UTC,0,7,15,9,26
2021/11/03,1800 UTC,0,15,5,27,17
2021/11/03,1900 UTC,0,9,16,27,3
2021/11/03,2000 UTC,0,9,15,9,26
2021/11/03,2100 UTC,0,27,9,15,3
2021/11/03,2200 UTC,0,15,25,4,15
2021/11/03,2300 UTC,0,16,4,22,8
2021/11/04,0000 UTC,0,16,8,23,1
2021/11/04,0100 UTC,0,16,4,22,8
2021/11/04,0200 UTC,0,1,23,16,5
2021/11/04,0300 UTC,0,16,5,5,17
2021/11/04,0400 UTC,0,15,8,3,16
2021/11/04,0500 UTC,0,16,21,9,16
2021/11/04,0600 UTC,0,16,4,19,5
2021/11/04,0700 UTC,0,1,20,16,5
2021/11/04,0800 UTC,0,16,3,18,8
2021/11/04,0900 UTC,0,4,16,18,4
2021/11/04,1000 UTC,0,21,4,17,8
2021/11/04,1100 UTC,0,17,1,21,4
2021/11/04,1200 UTC,0,4,24,9,18
2021/11/04,1300 UTC,0,18,8,23,6
2021/11/04,1400 UTC,0,8,18,9,25
2021/11/04,1500 UTC,0,6,19,26,9
2021/11/04,1600 UTC,,27,20,6,25
2021/11/04,1700 UTC,0,2,18,2,26
2021/11/04,1800 UTC,0,1,15,6,28
2021/11/04,1900 UTC,0,1,15,1,28
2021/11/04,2000 UTC,0,9,14,1,28
2021/11/04,2100 UTC,0,1,14,9,28
2021/11/04,2200 UTC,0,6,15,1,25
2021/11/04,2300 UTC,0,15,5,25,4
2021/11/05,0000 UTC,0,5,26,9,18
2021/11/05,0100 UTC,0,17,1,23,7
2021/11/05,0200 UTC,0,17,1,22,9
2021/11/05,0300 UTC,0,17,2,21,5
2021/11/05,0400 UTC,0,17,1,20,7
2021/11/05,0500 UTC,0,17,6,20,17
2021/11/05,0600 UTC,0,2,21,5,17
2021/11/05,0700 UTC,0,16,9,20,6
2021/11/05,0800 UTC,0,20,8,16,8
2021/11/05,0900 UTC,0,17,3,18,4
2021/11/05,1000 UTC,0,6,17,7,19
2021/11/05,1100 UTC,0,17,5,22,5
2021/11/05,1200 UTC,0,5,25,7,18
2021/11/05,1300 UTC,0,1,17,1,24
2021/11/05,1400 UTC,0,17,8,7,19
2021/11/05,1500 UTC,0,3,16,3,27
2021/11/05,1600 UTC,0,16,4,27,5
2021/11/05,1700 UTC,0,8,28,5,17
2021/11/05,1800 UTC,0,13,5,27,6
2021/11/05,1900 UTC,0,9,14,4,28
2021/11/05,2000 UTC,0,15,3,27,4
2021/11/05,2100 UTC,0,9,14,4,26
2021/11/05,2200 UTC,0,14,6,26,3
2021/11/05,2300 UTC,0,17,2,24,1
2021/11/06,0000 UTC,0,24,4,17,7
2021/11/06,0100 UTC,0,9,23,8,17
2021/11/06,0200 UTC,0,17,5,22,7
2021/11/06,0300 UTC,0,16,6,22,1
2021/11/06,0400 UTC,0,15,8,21,9
2021/11/06,0500 UTC,0,15,4,21,5
2021/11/06,0600 UTC,0,15,4,20,2
2021/11/06,0700 UTC,0,15,21,3,15
2021/11/06,0800 UTC,0,15,7,20,7
2021/11/06,0900 UTC,0,1,16,9,20
2021/11/06,1000 UTC,0,2,17,19,8
2021/11/06,1100 UTC,0,4,17,4,22
2021/11/06,1200 UTC,0,7,17,8,24
2021/11/06,1300 UTC,0,9,18,9,24
2021/11/06,1400 UTC,0,16,4,25,9
2021/11/06,1500 UTC,0,8,15,27,4
2021/11/06,1600 UTC,0,2,15,9,28
2021/11/06,1700 UTC,0,9,14,29,2
2021/11/06,1800 UTC,0,6,13,7,29
2021/11/06,1900 UTC,0,1,14,7,30
2021/11/06,2000 UTC,0,3,12,2,30
2021/11/06,2100 UTC,0,12,5,27,6
2021/11/06,2200 UTC,0,7,11,1,27
2021/11/06,2300 UTC,0,17,5,24,7
2021/11/07,0000 UTC,0,17,5,23,9
2021/11/07,0100 UTC,0,17,5,23,3
2021/11/07,0200 UTC,0,17,7,22,7
2021/11/07,0300 UTC,0,17,3,22,4
2021/11/07,0400 UTC,0,4,22,17,5
2021/11/07,0500 UTC,0,17,4,3,17
2021/11/07,0600 UTC,0,3,21,17,4
2021/11/07,0700 UTC,0,1,21,9,17
2021/11/07,0800 UTC,0,17,2,20,6
2021/11/07,0900 UTC,0,17,2,20,3
2021/11/07,1000 UTC,0,4,17,4,20
2021/11/07,1100 UTC,0,1,17,22,4
2021/11/07,1200 UTC,0,9,18,23,3
2021/11/07,1300 UTC,0,18,27,5,19
2021/11/07,1400 UTC,0,19,28,19,7
2021/11/07,1500 UTC,0,18,7,27,1
2021/11/07,1600 UTC,0,3,17,9,25
2021/11/07,1700 UTC,0,7,19,27,2
2021/11/07,1800 UTC,0,16,7,27,1
2021/11/07,1900 UTC,0,5,17,3,26
2021/11/07,2000 UTC,0,1,17,7,25
2021/11/07,2100 UTC,0,7,17,1,23
2021/11/07,2200 UTC,0,7,23,1,17
2021/11/07,2300 UTC,,15,8,19,2
2021/11/08,0000 UTC,1,17,19,5,17
2021/11/08,0100 UTC,,7,17,9,18
2021/11/08,0200 UTC,0,17,6,18,7
2021/11/08,0300 UTC,0,17,6,19,17
2021/11/08,0400 UTC,0,16,6,18,1
2021/11/08,0500 UTC,,17,1,17,9
2021/11/08,0600 UTC,0,6,20,6,17
2021/11/08,0700 UTC,0,1,19,8,17
2021/11/08,0800 UTC,0,3,20,5,17
2021/11/08,0900 UTC,0,9,17,9,19
2021/11/08,1000 UTC,0,4,17,5,20
2021/11/08,1100 UTC,0,7,23,3,18
2021/11/08,1200 UTC,0,6,19,7,22
2021/11/08,1300 UTC,0,19,1,24,2
2021/11/08,1400 UTC,0,19,4,26,20
2021/11/08,1500 UTC,0,8,28,19,6
2021/11/08,1600 UTC,0,3,17,8,27
2021/11/08,1700 UTC,0,7,29,5,19
2021/11/08,1800 UTC,0,3,19,3,24
2021/11/08,1900 UTC,0,6,16,4,27
2021/11/08,2000 UTC,0,9,17,2,25
2021/11/08,2100 UTC,0,17,2,23,5
2021/11/08,2200 UTC,0,5,17,6,22
2021/11/08,2300 UTC,1,4,17,5,20
2021/11/09,0000 UTC,,4,17,5,18
2021/11/09,0100 UTC,0,18,3,19,4
2021/11/09,0200 UTC,0,8,18,9,21
2021/11/09,0300 UTC,0,9,18,2,21
2021/11/09,0400 UTC,0,9,18,21,7
2021/11/09,0500 UTC,,18,3,6,18
2021/11/09,0600 UTC,6,5,20,1,18
2021/11/09,0700 UTC,0,17,7,19,1
2021/11/09,0800 UTC,,17,8,19,2
2021/11/09,0900 UTC,0,5,18,6,19
2021/11/09,1000 UTC,0,5,19,19,5
2021/11/09,1100 UTC,0,3,18,4,20
2021/11/09,1200 UTC,0,8,19,21,3
2021/11/09,1300 UTC,0,2,18,1,22
2021/11/09,1400 UTC,0,7,19,8,24
2021/11/09,1500 UTC,0,8,19,8,25
2021/11/09,1600 UTC,0,7,19,8,25
2021/11/09,1700 UTC,0,3,17,3,26
2021/11/09,1800 UTC,0,4,17,5,27
2021/11/09,1900 UTC,0,19,3,25,7
2021/11/09,2000 UTC,0,2,16,25,2
2021/11/09,2100 UTC,0,9,17,3,23
2021/11/09,2200 UTC,0,7,18,9,22
2021/11/09,2300 UTC,0,17,4,22,2
2021/11/10,0000 UTC,0,4,21,3,17
2021/11/10,0100 UTC,0,2,21,1,17
2021/11/10,0200 UTC,0,17,5,21,4
2021/11/10,0300 UTC,0,21,5,17,7
2021/11/10,0400 UTC,0,17,3,21,17
2021/11/10,0500 UTC,0,17,2,21,5
2021/11/10,0600 UTC,0,17,4,21,2
2021/11/10,0700 UTC,0,17,4,20,8
2021/11/10,0800 UTC,0,17,3,21,17
2021/11/10,0900 UTC,0,2,17,3,20
2021/11/10,1000 UTC,0,18,2,21,2
2021/11/10,1100 UTC,0,3,18,3,22
2021/11/10,1200 UTC,0,9,17,3,22
2021/11/10,1300 UTC,0,18,6,24,8
2021/11/10,1400 UTC,0,17,3,25,4
2021/11/10,1500 UTC,0,2,17,5,26
2021/11/10,1600 UTC,0,8,17,9,26
2021/11/10,1700 UTC,0,18,29,8,18
2021/11/10,1800 UTC,0,17,9,27,5
2021/11/10,1900 UTC,0,2,16,9,26
2021/11/10,2000 UTC,6,5,18,2,20
2021/11/10,2100 UTC,,4,19,6,20
2021/11/10,2200 UTC,0,6,18,9,21
2021/11/10,2300 UTC,0,7,18,3,21
2021/11/11,0000 UTC,0,2,18,5,21
2021/11/11,0100 UTC,0,18,22,5,18
2021/11/11,0200 UTC,0,9,17,8,20
2021/11/11,0300 UTC,4,18,8,20,9
2021/11/11,0400 UTC,5,1,17,1,18
2021/11/11,0500 UTC,,5,18,19,1
2021/11/11,0600 UTC,1,4,17,5,19
2021/11/11,0700 UTC,2,2,17,4,19
2021/11/11,0800 UTC,,17,6,19,17
2021/11/11,0900 UTC,,19,17,2,19
2021/11/11,1000 UTC,,19,17,18,7
2021/11/11,1100 UTC,,3,17,4,18
2021/11/11,1200 UTC,3,18,7,19,3
2021/11/11,1300 UTC,2,18,9,19,2
2021/11/11,1400 UTC,1,6,17,6,18
2021/11/11,1500 UTC,1,19,8,19,4
2021/11/11,1600 UTC,2,19,4,19,8
2021/11/11,1700 UTC,1,3,17,4,18
2021/11/11,1800 UTC,,19,7,19,8
2021/11/11,1900 UTC,1,19,5,19,6
2021/11/11,2000 UTC,1,17,5,19,17
2021/11/11,2100 UTC,2,4,16,1,18
2021/11/11,2200 UTC,1,16,6,18,16
2021/11/11,2300 UTC,,16,6,17,9
2021/11/12,0000 UTC,1,1,16,1,17
2021/11/12,0100 UTC,,16,7,17,9
2021/11/12,0200 UTC,,8,18,16,9
2021/11/12,0300 UTC,0,9,18,1,16
2021/11/12,0400 UTC,0,16,8,18,1
2021/11/12,0500 UTC,0,16,7,18,1
2021/11/12,0600 UTC,0,18,3,16,9
2021/11/12,0700 UTC,0,9,18,2,17
2021/11/12,0800 UTC,0,9,16,4,17
2021/11/12,0900 UTC,,6,16,9,17
2021/11/12,1000 UTC,,16,7,17,6
2021/11/12,1100 UTC,,16,8,17,1
2021/11/12,1200 UTC,,17,3,17,5
2021/11/12,1300 UTC,1,17,4,17,5
2021/11/12,1400 UTC,1,17,7,17,7
2021/11/12,1500 UTC,2,18,17,4,15
2021/11/12,1600 UTC,1,2,16,4,17
2021/11/12,1700 UTC,0,5,16,5,19
2021/11/12,1800 UTC,0,21,1,2,15
2021/11/12,1900 UTC,0,5,16,5,19
2021/11/12,2000 UTC,0,6,16,18,6
2021/11/12,2100 UTC,0,15,9,18,16
2021/11/12,2200 UTC,0,6,14,17,4
2021/11/12,2300 UTC,0,14,2,17,6
2021/11/13,0000 UTC,0,2,17,6,14
2021/11/13,0100 UTC,0,17,8,14,2
2021/11/13,0200 UTC,0,13,7,17,2
2021/11/13,0300 UTC,0,12,9,16,7
2021/11/13,0400 UTC,0,4,16,13,12
2021/11/13,0500 UTC,0,12,5,15,9
2021/11/13,0600 UTC,0,11,9,15,2
2021/11/13,0700 UTC,0,11,6,15,3
2021/11/13,0800 UTC,0,11,3,14,5
2021/11/13,0900 UTC,0,5,11,5,14
2021/11/13,1000 UTC,0,8,17,5,12
2021/11/13,1100 UTC,0,19,2,11,4
2021/11/13,1200 UTC,0,13,4,18,4
2021/11/13,1300 UTC,,13,1,19,13
2021/11/13,1400 UTC,0,3,20,2,14
2021/11/13,1500 UTC,0,13,5,19,8
2021/11/13,1600 UTC,0,2,13,5,20
2021/11/13,1700 UTC,0,4,15,8,20
2021/11/13,1800 UTC,0,1,14,4,20
2021/11/13,1900 UTC,0,14,4,20,5
2021/11/13,2000 UTC,0,13,9,19,5
2021/11/13,2100 UTC,0,4,13,7,18
2021/11/13,2200 UTC,0,7,13,4,17
2021/11/13,2300 UTC,0,13,3,17,4
2021/11/14,0000 UTC,0,1,17,13,4
2021/11/14,0100 UTC,0,13,17,13,2
2021/11/14,0200 UTC,0,12,8,15,8
2021/11/14,0300 UTC,0,12,6,15,3
2021/11/14,0400 UTC,0,4,16,12,7
2021/11/14,0500 UTC,0,12,5,15,8
2021/11/14,0600 UTC,0,5,16,12,6
2021/11/14,0700 UTC,0,12,5,15,6
2021/11/14,0800 UTC,0,12,4,15,6
2021/11/14,0900 UTC,0,1,12,1,15
2021/11/14,1000 UTC,0,2,13,16,1
2021/11/14,1100 UTC,0,9,12,2,17
2021/11/14,1200 UTC,0,20,2,14,1
2021/11/14,1300 UTC,0,5,14,7,19
2021/11/14,1400 UTC,0,6,13,2,20
2021/11/14,1500 UTC,0,1,14,3,20
2021/11/14,1600 UTC,0,14,23,9,15
2021/11/14,1700 UTC,0,4,12,23,15
2021/11/14,1800 UTC,0,6,12,6,23
2021/11/14,1900 UTC,0,6,12,7,23
2021/11/14,2000 UTC,0,2,13,4,22
2021/11/14,2100 UTC,0,12,9,21,13
2021/11/14,2200 UTC,0,9,13,1,19
2021/11/14,2300 UTC,0,13,8,19,2
2021/11/15,0000 UTC,0,14,19,5,14
2021/11/15,0100 UTC,0,9,18,9,14
2021/11/15,0200 UTC,0,13,7,3,13
2021/11/15,0300 UTC,0,13,6,16,7
2021/11/15,0400 UTC,0,13,5,16,6
2021/11/15,0500 UTC,0,16,7,13,6
2021/11/15,0600 UTC,0,8,16,5,13
2021/11/15,0700 UTC,0,12,5,16,3
2021/11/15,0800 UTC,0,12,7,16,1
2021/11/15,0900 UTC,0,1,12,5,16
2021/11/15,1000 UTC,0,3,12,4,16
2021/11/15,1100 UTC,0,9,12,3,18
2021/11/15,1200 UTC,0,13,4,2,14
2021/11/15,1300 UTC,0,1,12,6,21
2021/11/15,1400 UTC,0,6,13,9,22
2021/11/15,1500 UTC,0,7,12,9,24
2021/11/15,1600 UTC,0,9,11,5,23
2021/11/15,1700 UTC,0,9,13,3,23
2021/11/15,1800 UTC,0,4,13,8,23
2021/11/15,1900 UTC,0,8,13,4,24
2021/11/15,2000 UTC,0,6,13,8,22
2021/11/15,2100 UTC,0,3,23,6,14
2021/11/15,2200 UTC,0,13,7,20,1
2021/11/15,2300 UTC,0,6,20,9,14
2021/11/16,0000 UTC,0,13,3,5,13
2021/11/16,0100 UTC,0,13,5,18,1
2021/11/16,0200 UTC,0,13,6,17,5
2021/11/16,0300 UTC,0,13,3,17,4
2021/11/16,0400 UTC,0,13,3,17,1
2021/11/16,0500 UTC,0,13,1,17,13
2021/11/16,0600 UTC,0,13,17,8,13
2021/11/16,0700 UTC,0,16,6,13,79
2021/11/16,0800 UTC,0,13,1,16,5
2021/11/16,0900 UTC,0,3,13,3,16
2021/11/16,1000 UTC,0,2,13,5,17
2021/11/16,1100 UTC,0,7,13,8,18
2021/11/16,1200 UTC,0,2,14,2,20
2021/11/16,1300 UTC,0,4,13,22,2
2021/11/16,1400 UTC,0,5,14,8,23
2021/11/16,1500 UTC,0,6,13,3,24
2021/11/16,1600 UTC,0,7,13,4,24
2021/11/16,1700 UTC,0,3,15,4,24
2021/11/16,1800 UTC,0,9,13,3,25
2021/11/16,1900 UTC,0,1,13,5,26
2021/11/16,2000 UTC,0,2,13,24,8
2021/11/16,2100 UTC,0,25,3,14,1
2021/11/16,2200 UTC,0,7,14,21,7
2021/11/16,2300 UTC,0,14,3,21,14
2021/11/17,0000 UTC,0,14,4,20,4
2021/11/17,0100 UTC,0,2,20,1,14
2021/11/17,0200 UTC,0,2,20,7,14
2021/11/17,0300 UTC,0,3,19,3,14
2021/11/17,0400 UTC,0,1,19,3,14
2021/11/17,0500 UTC,0,14,1,19,14
2021/11/17,0600 UTC,0,19,3,14,1
2021/11/17,0700 UTC,0,2,18,2,14
2021/11/17,0800 UTC,0,14,3,18,1
2021/11/17,0900 UTC,0,8,14,8,18
2021/11/17,1000 UTC,0,15,20,8,15
2021/11/17,1100 UTC,0,16,22,6,16
2021/11/17,1200 UTC,0,16,1,22,9
2021/11/17,1300 UTC,0,2,15,3,24
2021/11/17,1400 UTC,0,6,16,24,2
2021/11/17,1500 UTC,0,9,15,5,25
2021/11/17,1600 UTC,0,29,25,7,13
2021/11/17,1700 UTC,0,16,5,26,3
2021/11/17,1800 UTC,0,2,15,2,26
2021/11/17,1900 UTC,0,9,15,7,27
2021/11/17,2000 UTC,0,14,28,15,2
2021/11/17,2100 UTC,0,9,14,5,24
2021/11/17,2200 UTC,0,7,14,9,23
2021/11/17,2300 UTC,0,14,9,23,1
2021/11/18,0000 UTC,0,15,6,22,3
2021/11/18,0100 UTC,0,15,7,21,8
2021/11/18,0200 UTC,0,15,8,21,3
2021/11/18,0300 UTC,0,16,21,8,16
2021/11/18,0400 UTC,0,16,20,3,16
2021/11/18,0500 UTC,0,5,20,15,9
2021/11/18,0600 UTC,0,20,1,16,1
2021/11/18,0700 UTC,0,16,1,19,6
2021/11/18,0800 UTC,0,19,8,16,2
2021/11/18,0900 UTC,0,16,2,19,4
2021/11/18,1000 UTC,0,5,16,7,19
2021/11/18,1100 UTC,0,8,16,8,20
2021/11/18,1200 UTC,0,16,1,23,6
2021/11/18,1300 UTC,0,17,5,24,8
2021/11/18,1400 UTC,0,4,16,6,25
2021/11/18,1500 UTC,0,1,16,2,26
2021/11/18,1600 UTC,0,16,9,26,18
2021/11/18,1700 UTC,0,3,17,24,4
2021/11/18,1800 UTC,0,7,18,9,25
2021/11/18,1900 UTC,0,15,7,22,9
2021/11/18,2000 UTC,0,15,4,22,7
2021/11/18,2100 UTC,0,8,17,3,22
2021/11/18,2200 UTC,0,6,17,22,17
2021/11/18,2300 UTC,0,17,5,21,9
2021/11/19,0000 UTC,1,3,18,9,20
2021/11/19,0100 UTC,1,18,1,19,8
2021/11/19,0200 UTC,0,18,1,19,9
2021/11/19,0300 UTC,0,17,8,19,6
2021/11/19,0400 UTC,,6,18,19,5
2021/11/19,0500 UTC,9,2,17,7,19
2021/11/19,0600 UTC,2,1,17,2,19
2021/11/19,0700 UTC,0,17,8,19,17
2021/11/19,0800 UTC,0,17,8,19,1
2021/11/19,0900 UTC,0,19,3,18,17
2021/11/19,1000 UTC,0,18,8,19,3
2021/11/19,1100 UTC,0,4,18,7,20
2021/11/19,1200 UTC,0,8,18,4,21
2021/11/19,1300 UTC,0,3,19,4,21
2021/11/19,1400 UTC,,25,2,25,2
2021/11/19,1500 UTC,0,3,18,2,23
2021/11/19,1600 UTC,0,3,18,4,22
2021/11/19,1700 UTC,0,6,19,22,6
2021/11/19,1800 UTC,0,7,19,7,22
2021/11/19,1900 UTC,0,5,18,23,8
2021/11/19,2000 UTC,0,6,19,23,6
2021/11/19,2100 UTC,0,18,6,22,5
2021/11/19,2200 UTC,,21,2,5,21
2021/11/19,2300 UTC,,1,19,3,21
2021/11/20,0000 UTC,1,19,5,21,19
2021/11/20,0100 UTC,7,20,18,1,20
2021/11/20,0200 UTC,1,9,18,19,9
2021/11/20,0300 UTC,0,18,5,8,18
2021/11/20,0400 UTC,,8,18,19,8
2021/11/20,0500 UTC,6,18,3,19,6
2021/11/20,0600 UTC,2,18,3,19,5
2021/11/20,0700 UTC,0,18,4,19,6
2021/11/20,0800 UTC,,7,18,8,19
2021/11/20,0900 UTC,0,9,18,9,19
2021/11/20,1000 UTC,0,18,7,19,8
2021/11/20,1100 UTC,0,6,19,7,20
2021/11/20,1200 UTC,0,22,4,20,8
2021/11/20,1300 UTC,0,19,23,7,21
2021/11/20,1400 UTC,,18,5,20,9
2021/11/20,1500 UTC,1,1,19,4,20
2021/11/20,1600 UTC,5,20,9,21,3
2021/11/20,1700 UTC,1,2,20,2,20
2021/11/20,1800 UTC,0,2,23,1,20
2021/11/20,1900 UTC,0,19,3,22,4
2021/11/20,2000 UTC,0,1,19,8,22
2021/11/20,2100 UTC,0,2,19,1,21
2021/11/20,2200 UTC,1,4,18,3,20
2021/11/20,2300 UTC,2,1,18,5,20
2021/11/21,0000 UTC,,18,2,19,8
2021/11/21,0100 UTC,0,3,20,18,4
2021/11/21,0200 UTC,0,17,5,19,9
2021/11/21,0300 UTC,0,16,9,19,4
2021/11/21,0400 UTC,11,16,5,18,16
2021/11/21,0500 UTC,1,16,6,9,16
2021/11/21,0600 UTC,,4,18,16,8
2021/11/21,0700 UTC,0,9,18,16,5
2021/11/21,0800 UTC,0,5,18,8,15
2021/11/21,0900 UTC,0,2,15,3,17
2021/11/21,1000 UTC,0,6,16,6,18
2021/11/21,1100 UTC,0,6,20,6,17
2021/11/21,1200 UTC,0,1,16,20,5
2021/11/21,1300 UTC,0,1,16,5,21
2021/11/21,1400 UTC,3,19,4,21,19
2021/11/21,1500 UTC,2,20,18,4,19
2021/11/21,1600 UTC,0,6,18,8,19
2021/11/21,1700 UTC,0,6,18,8,20
2021/11/21,1800 UTC,0,9,22,5,19
2021/11/21,1900 UTC,0,7,17,3,21
2021/11/21,2000 UTC,0,9,17,8,20
2021/11/21,2100 UTC,0,7,17,20,7
2021/11/21,2200 UTC,0,1,17,7,20
2021/11/21,2300 UTC,,17,4,19,17
2021/11/22,0000 UTC,1,9,17,1,18
2021/11/22,0100 UTC,0,17,2,18,7
2021/11/22,0200 UTC,0,16,8,18,2
2021/11/22,0300 UTC,0,16,7,18,16
2021/11/22,0400 UTC,0,16,3,17,9
2021/11/22,0500 UTC,0,16,3,17,8
2021/11/22,0600 UTC,0,16,2,18,16
2021/11/22,0700 UTC,0,16,1,18,4
2021/11/22,0800 UTC,0,16,1,18,3
2021/11/22,0900 UTC,0,8,16,9,18
2021/11/22,1000 UTC,0,16,8,18,8
2021/11/22,1100 UTC,0,17,3,20,17
2021/11/22,1200 UTC,0,9,17,9,21
2021/11/22,1300 UTC,0,3,16,9,21
2021/11/22,1400 UTC,0,4,18,23,3
2021/11/22,1500 UTC,0,4,17,8,23
2021/11/22,1600 UTC,,27,3,3,25
2021/11/22,1700 UTC,0,15,4,26,7
2021/11/22,1800 UTC,0,7,13,8,27
2021/11/22,1900 UTC,0,8,14,1,27
2021/11/22,2000 UTC,0,13,8,27,7
2021/11/22,2100 UTC,0,2,17,8,25
2021/11/22,2200 UTC,0,4,17,2,23
2021/11/22,2300 UTC,0,17,7,22,17
2021/11/23,0000 UTC,0,17,5,21,17
2021/11/23,0100 UTC,0,17,2,20,4
2021/11/23,0200 UTC,0,16,6,20,1
2021/11/23,0300 UTC,0,16,5,19,5
2021/11/23,0400 UTC,0,16,3,19,4
2021/11/23,0500 UTC,0,2,19,1,16
2021/11/23,0600 UTC,0,3,18,3,16
2021/11/23,0700 UTC,0,18,7,16,3
2021/11/23,0800 UTC,0,15,8,17,4
2021/11/23,0900 UTC,0,16,2,17,6
2021/11/23,1000 UTC,0,8,16,9,18
2021/11/23,1100 UTC,0,9,17,9,21
2021/11/23,1200 UTC,0,18,5,22,7
2021/11/23,1300 UTC,0,17,4,24,3
2021/11/23,1400 UTC,0,7,15,4,25
2021/11/23,1500 UTC,0,13,2,27,4
2021/11/23,1600 UTC,0,5,8,8,29
2021/11/23,1700 UTC,0,6,9,3,30
2021/11/23,1800 UTC,0,2,9,2,30
2021/11/23,1900 UTC,0,7,11,30,7
2021/11/23,2000 UTC,0,8,10,7,11
2021/11/23,2100 UTC,0,8,29,8,11
2021/11/23,2200 UTC,0,4,12,26,4
2021/11/23,2300 UTC,0,11,9,24,6
2021/11/24,0000 UTC,0,25,4,13,4
2021/11/24,0100 UTC,0,1,25,3,16
2021/11/24,0200 UTC,0,24,6,17,1
2021/11/24,0300 UTC,0,16,7,20,6
2021/11/24,0400 UTC,0,16,21,7,16
2021/11/24,0500 UTC,0,6,21,7,16
2021/11/24,0600 UTC,0,9,20,6,16
2021/11/24,0700 UTC,0,16,3,19,2
2021/11/24,0800 UTC,0,16,2,19,1
2021/11/24,0900 UTC,0,1,16,1,19
2021/11/24,1000 UTC,0,7,18,7,20
2021/11/24,1100 UTC,0,8,16,9,22
2021/11/24,1200 UTC,0,15,6,23,8
2021/11/24,1300 UTC,0,8,28,6,16
2021/11/24,1400 UTC,0,5,12,7,27
2021/11/24,1500 UTC,0,3,11,2,29
2021/11/24,1600 UTC,0,9,12,4,29
2021/11/24,1700 UTC,0,2,12,8,29
2021/11/24,1800 UTC,0,5,13,8,28
2021/11/24,1900 UTC,0,4,15,5,27
2021/11/24,2000 UTC,0,5,12,4,27
2021/11/24,2100 UTC,0,7,27,2,14
2021/11/24,2200 UTC,0,7,26,6,12
2021/11/24,2300 UTC,0,13,8,23,7
2021/11/25,0000 UTC,0,24,5,14,13
2021/11/25,0100 UTC,0,3,24,1,14
2021/11/25,0200 UTC,0,14,5,23,1
2021/11/25,0300 UTC,0,14,6,20,5
2021/11/25,0400 UTC,0,14,6,21,2
2021/11/25,0500 UTC,0,22,2,14,7
2021/11/25,0600 UTC,0,7,22,14,8
2021/11/25,0700 UTC,0,14,9,21,1
2021/11/25,0800 UTC,0,15,2,20,7
2021/11/25,0900 UTC,0,7,15,8,20
2021/11/25,1000 UTC,0,2,16,2,20
2021/11/25,1100 UTC,0,6,16,6,22
2021/11/25,1200 UTC,0,7,16,6,23
2021/11/25,1300 UTC,0,26,2,17,9
2021/11/25,1400 UTC,0,9,17,2,25
2021/11/25,1500 UTC,0,8,18,3,26
2021/11/25,1600 UTC,0,16,3,27,2
2021/11/25,1700 UTC,0,1,14,6,26
2021/11/25,1800 UTC,0,9,14,3,27
2021/11/25,1900 UTC,0,8,15,2,27
2021/11/25,2000 UTC,0,8,14,26,7
2021/11/25,2100 UTC,0,3,14,9,25
2021/11/25,2200 UTC,0,4,14,5,24
2021/11/25,2300 UTC,0,14,5,24,7
2021/11/26,0000 UTC,0,14,1,23,7
2021/11/26,0100 UTC,0,13,2,23,2
2021/11/26,0200 UTC,0,13,6,22,6
2021/11/26,0300 UTC,0,13,7,22,13
2021/11/26,0400 UTC,0,3,22,3,14
2021/11/26,0500 UTC,0,21,1,14,6
2021/11/26,0600 UTC,0,14,2,20,1
2021/11/26,0700 UTC,0,14,3,19,2
2021/11/26,0800 UTC,0,14,20,14,6
2021/11/26,0900 UTC,0,9,14,9,18
2021/11/26,1000 UTC,0,6,15,7,19
2021/11/26,1100 UTC,0,14,7,5,16
2021/11/26,1200 UTC,0,14,9,23,15
2021/11/26,1300 UTC,0,1,14,3,23
2021/11/26,1400 UTC,0,3,14,9,24
2021/11/26,1500 UTC,0,3,14,7,26
2021/11/26,1600 UTC,0,6,15,9,27
2021/11/26,1700 UTC,0,1,15,6,27
2021/11/26,1800 UTC,0,2,15,3,27
2021/11/26,1900 UTC,0,4,15,8,27
2021/11/26,2000 UTC,0,7,15,2,26
2021/11/26,2100 UTC,0,6,15,7,25
2021/11/26,2200 UTC,0,8,14,8,24
2021/11/26,2300 UTC,0,25,7,15,1
2021/11/27,0000 UTC,0,3,24,5,16
2021/11/27,0100 UTC,,4,17,2,22
2021/11/27,0200 UTC,,9,18,4,20
2021/11/27,0300 UTC,0,17,6,20,9
2021/11/27,0400 UTC,0,21,3,17,8
2021/11/27,0500 UTC,3,18,2,20,18
2021/11/27,0600 UTC,2,4,17,19,4
2021/11/27,0700 UTC,12,5,19,17,8
2021/11/27,0800 UTC,1,1,17,1,18
2021/11/27,0900 UTC,2,18,9,19,1
2021/11/27,1000 UTC,2,6,19,9,17
2021/11/27,1100 UTC,0,3,17,6,19
2021/11/27,1200 UTC,,20,5,20,6
2021/11/27,1300 UTC,0,4,18,6,19
2021/11/27,1400 UTC,0,1,17,2,20
2021/11/27,1500 UTC,0,8,17,1,20
2021/11/27,1600 UTC,0,17,7,20,5
2021/11/27,1700 UTC,,22,6,23,6
2021/11/27,1800 UTC,0,18,2,22,2
