Data,Hora UTC,PRECIPITACAO TOTAL,TEMPERATURA MAXIMA,TEMPERATURA MINIMA,UMIDADE REL MAX,UMIDADE REL MIN
2021/03/13,0500 UTC,0,17,21,4,17
2021/03/13,0600 UTC,0,17,2,18,6
2021/03/13,0700 UTC,0,20,1,18,1
2021/03/13,0800 UTC,0,20,8,7,17
2021/03/13,0900 UTC,0,17,2,19,6
2021/03/13,1000 UTC,0,6,17,9,19
2021/03/13,1100 UTC,0,5,18,21,6
2021/03/13,1200 UTC,0,18,9,23,5
2021/03/13,1300 UTC,,4,18,24,6
2021/03/13,1400 UTC,0,16,6,4,19
2021/03/13,1500 UTC,0,1,29,1,16
2021/03/13,1600 UTC,0,17,4,26,3
2021/03/13,1700 UTC,0,2,17,5,26
2021/03/13,1800 UTC,0,1,16,5,28
2021/03/13,1900 UTC,0,3,17,3,27
2021/03/13,2000 UTC,0,4,17,5,26
2021/03/13,2100 UTC,0,4,17,4,25
2021/03/13,2200 UTC,0,4,25,2,17
2021/03/13,2300 UTC,0,17,7,23,4
2021/03/14,0000 UTC,0,16,8,23,17
2021/03/14,0100 UTC,0,15,7,22,3
2021/03/14,0200 UTC,0,14,6,21,5
2021/03/14,0300 UTC,0,21,8,7,14
2021/03/14,0400 UTC,0,8,21,7,15
2021/03/14,0500 UTC,0,14,7,20,4
2021/03/14,0600 UTC,0,7,20,1,15
2021/03/14,0700 UTC,0,7,20,1,14
2021/03/14,0800 UTC,0,5,20,9,14
2021/03/14,0900 UTC,0,14,6,19,7
2021/03/14,1000 UTC,0,2,14,3,19
2021/03/14,1100 UTC,0,15,2,15,4
2021/03/14,1200 UTC,0,16,2,9,16
2021/03/14,1300 UTC,0,9,14,6,22
2021/03/14,1400 UTC,0,13,6,23,9
2021/03/14,1500 UTC,0,2,14,4,24
2021/03/14,1600 UTC,0,7,15,4,25
2021/03/14,1700 UTC,0,1,13,26,5
2021/03/14,1800 UTC,0,5,14,3,26
2021/03/14,1900 UTC,0,5,14,9,26
2021/03/14,2000 UTC,0,5,13,8,25
2021/03/14,2100 UTC,0,13,6,23,9
2021/03/14,2200 UTC,0,5,13,22,5
2021/03/14,2300 UTC,0,14,3,9,14
2021/03/15,0000 UTC,0,14,6,21,5
2021/03/15,0100 UTC,0,5,21,3,15
2021/03/15,0200 UTC,0,7,21,9,15
2021/03/15,0300 UTC,0,15,7,3,15
2021/03/15,0400 UTC,0,15,5,19,6
2021/03/15,0500 UTC,0,15,2,19,8
2021/03/15,0600 UTC,0,15,20,15,3
2021/03/15,0700 UTC,0,1,19,1,15
2021/03/15,0800 UTC,0,9,19,15,1
2021/03/15,0900 UTC,0,14,9,18,5
2021/03/15,1000 UTC,0,7,15,1,18
2021/03/15,1100 UTC,0,6,15,1,19
2021/03/15,1200 UTC,0,5,16,7,20
2021/03/15,1300 UTC,0,7,16,4,23
2021/03/15,1400 UTC,0,26,4,17,6
2021/03/15,1500 UTC,0,15,5,25,4
2021/03/15,1600 UTC,0,6,16,6,25
2021/03/15,1700 UTC,0,4,12,2,26
2021/03/15,1800 UTC,0,2,13,27,4
2021/03/15,1900 UTC,0,14,3,28,15
2021/03/15,2000 UTC,0,14,7,26,8
2021/03/15,2100 UTC,0,2,13,9,25
2021/03/15,2200 UTC,0,14,2,22,9
2021/03/15,2300 UTC,0,14,2,22,7
2021/03/16,0000 UTC,0,4,23,1,14
2021/03/16,0100 UTC,0,14,5,2,14
2021/03/16,0200 UTC,0,15,5,21,2
2021/03/16,0300 UTC,0,15,7,19,2
2021/03/16,0400 UTC,0,20,9,15,7
2021/03/16,0500 UTC,0,15,4,19,7
2021/03/16,0600 UTC,0,15,6,18,7
2021/03/16,0700 UTC,0,15,1,18,8
2021/03/16,0800 UTC,0,14,9,19,15
2021/03/16,0900 UTC,0,14,6,19,14
2021/03/16,1000 UTC,0,7,14,7,19
2021/03/16,1100 UTC,0,22,4,15,5
2021/03/16,1200 UTC,0,16,24,16,5
2021/03/16,1300 UTC,0,2,16,7,23
2021/03/16,1400 UTC,0,4,15,1,25
2021/03/16,1500 UTC,0,2,15,7,24
2021/03/16,1600 UTC,0,15,27,6,17
2021/03/16,1700 UTC,0,9,14,8,15
2021/03/16,1800 UTC,0,1,29,2,16
2021/03/16,1900 UTC,0,8,13,8,28
2021/03/16,2000 UTC,0,6,13,6,27
2021/03/16,2100 UTC,0,5,14,6,25
2021/03/16,2200 UTC,0,6,15,6,23
2021/03/16,2300 UTC,0,14,7,22,1
2021/03/17,0000 UTC,0,16,4,22,3
2021/03/17,0100 UTC,0,16,6,21,8
2021/03/17,0200 UTC,0,16,3,21,4
2021/03/17,0300 UTC,0,21,5,3,16
2021/03/17,0400 UTC,0,1,20,1,15
2021/03/17,0500 UTC,0,15,7,2,16
2021/03/17,0600 UTC,0,15,5,19,8
2021/03/17,0700 UTC,0,15,1,6,15
2021/03/17,0800 UTC,0,19,8,15,2
2021/03/17,0900 UTC,0,15,3,18,15
2021/03/17,1000 UTC,0,15,4,19,15
2021/03/17,1100 UTC,0,5,15,5,20
2021/03/17,1200 UTC,0,1,16,22,5
2021/03/17,1300 UTC,0,4,15,5,24
2021/03/17,1400 UTC,0,15,5,25,6
2021/03/17,1500 UTC,0,7,15,25,5
2021/03/17,1600 UTC,0,5,15,5,26
2021/03/17,1700 UTC,0,5,15,9,28
2021/03/17,1800 UTC,0,9,14,3,27
2021/03/17,1900 UTC,0,12,6,1,14
2021/03/17,2000 UTC,0,4,16,1,26
2021/03/17,2100 UTC,0,6,15,5,24
2021/03/17,2200 UTC,0,7,15,8,23
2021/03/17,2300 UTC,0,15,8,23,3
2021/03/18,0000 UTC,0,16,6,22,4
2021/03/18,0100 UTC,0,16,6,21,8
2021/03/18,0200 UTC,0,16,6,21,4
2021/03/18,0300 UTC,0,4,21,16,6
2021/03/18,0400 UTC,0,2,20,4,15
2021/03/18,0500 UTC,0,6,21,16,15
2021/03/18,0600 UTC,0,15,7,20,3
2021/03/18,0700 UTC,0,6,20,15,7
2021/03/18,0800 UTC,0,15,8,6,15
2021/03/18,0900 UTC,0,15,9,19,4
2021/03/18,1000 UTC,0,4,16,4,19
2021/03/18,1100 UTC,0,6,16,6,20
2021/03/18,1200 UTC,0,6,17,6,22
2021/03/18,1300 UTC,0,9,17,24,5
2021/03/18,1400 UTC,0,7,17,1,25
2021/03/18,1500 UTC,0,5,16,1,25
2021/03/18,1600 UTC,0,5,15,7,26
2021/03/18,1700 UTC,0,2,16,3,27
2021/03/18,1800 UTC,0,3,15,5,27
2021/03/18,1900 UTC,0,2,16,5,25
2021/03/18,2000 UTC,0,6,16,26,6
2021/03/18,2100 UTC,0,8,16,6,24
2021/03/18,2200 UTC,0,9,16,8,23
2021/03/18,2300 UTC,0,15,6,23,5
2021/03/19,0000 UTC,0,16,5,23,3
2021/03/19,0100 UTC,0,9,23,8,17
2021/03/19,0200 UTC,0,16,7,22,2
2021/03/19,0300 UTC,0,16,7,22,4
2021/03/19,0400 UTC,0,16,5,22,1
2021/03/19,0500 UTC,0,16,7,21,7
2021/03/19,0600 UTC,0,21,8,17,16
2021/03/19,0700 UTC,0,9,21,17,16
2021/03/19,0800 UTC,0,16,8,20,8
2021/03/19,0900 UTC,0,16,7,20,5
2021/03/19,1000 UTC,0,6,16,6,20
2021/03/19,1100 UTC,0,1,23,6,17
2021/03/19,1200 UTC,0,9,23,4,17
2021/03/19,1300 UTC,0,3,16,3,23
2021/03/19,1400 UTC,0,5,16,3,24
2021/03/19,1500 UTC,0,17,7,24,5
2021/03/19,1600 UTC,0,4,16,25,6
2021/03/19,1700 UTC,0,2,16,1,25
2021/03/19,1800 UTC,0,7,16,7,26
2021/03/19,1900 UTC,0,6,14,9,26
2021/03/19,2000 UTC,0,15,5,16,4
2021/03/19,2100 UTC,0,4,27,4,15
2021/03/19,2200 UTC,0,16,1,24,16
2021/03/19,2300 UTC,0,16,7,23,3
2021/03/20,0000 UTC,0,16,9,22,9
2021/03/20,0100 UTC,0,16,6,22,5
2021/03/20,0200 UTC,0,16,2,21,8
2021/03/20,0300 UTC,0,15,9,4,16
2021/03/20,0400 UTC,0,16,21,8,16
2021/03/20,0500 UTC,0,16,1,3,16
2021/03/20,0600 UTC,0,16,3,20,16
2021/03/20,0700 UTC,0,16,3,19,9
2021/03/20,0800 UTC,0,20,3,5,15
2021/03/20,0900 UTC,0,1,20,9,16
2021/03/20,1000 UTC,0,5,16,5,20
2021/03/20,1100 UTC,0,5,15,6,20
2021/03/20,1200 UTC,0,7,23,3,16
2021/03/20,1300 UTC,0,15,9,22,17
2021/03/20,1400 UTC,0,8,16,23,5
2021/03/20,1500 UTC,0,1,16,23,8
2021/03/20,1600 UTC,0,3,14,6,25
2021/03/20,1700 UTC,0,7,15,6,25
2021/03/20,1800 UTC,0,3,14,5,25
2021/03/20,1900 UTC,0,12,9,26,7
2021/03/20,2000 UTC,0,14,1,26,1
2021/03/20,2100 UTC,0,3,14,1,24
2021/03/20,2200 UTC,0,7,24,6,15
2021/03/20,2300 UTC,0,8,24,14,8
2021/03/21,0000 UTC,0,14,2,22,7
2021/03/21,0100 UTC,0,22,9,14,7
2021/03/21,0200 UTC,0,2,22,1,15
2021/03/21,0300 UTC,0,15,5,20,4
2021/03/21,0400 UTC,0,20,5,6,15
2021/03/21,0500 UTC,0,15,4,19,5
2021/03/21,0600 UTC,0,15,4,19,2
2021/03/21,0700 UTC,0,19,3,15,6
2021/03/21,0800 UTC,0,15,4,19,15
2021/03/21,0900 UTC,0,14,9,19,15
2021/03/21,1000 UTC,0,5,14,7,18
2021/03/21,1100 UTC,0,3,15,3,19
2021/03/21,1200 UTC,0,2,14,21,2
2021/03/21,1300 UTC,0,9,15,6,22
2021/03/21,1400 UTC,0,15,8,17,14
2021/03/21,1500 UTC,0,3,15,2,24
2021/03/21,1600 UTC,0,3,16,3,24
2021/03/21,1700 UTC,0,9,27,7,17
2021/03/21,1800 UTC,0,9,27,2,17
2021/03/21,1900 UTC,0,15,7,24,8
2021/03/21,2000 UTC,0,2,15,8,24
2021/03/21,2100 UTC,0,5,14,3,23
2021/03/21,2200 UTC,0,5,22,1,14
2021/03/21,2300 UTC,0,2,23,15,3
2021/03/22,0000 UTC,0,15,4,20,3
2021/03/22,0100 UTC,0,7,20,16,1
2021/03/22,0200 UTC,0,15,6,19,16
2021/03/22,0300 UTC,0,2,20,6,15
2021/03/22,0400 UTC,0,15,5,5,15
2021/03/22,0500 UTC,0,18,6,15,8
2021/03/22,0600 UTC,0,19,7,15,86
2021/03/22,0700 UTC,0,15,8,17,9
2021/03/22,0800 UTC,0,16,1,19,3
2021/03/22,0900 UTC,0,16,3,19,3
2021/03/22,1000 UTC,0,6,16,6,19
2021/03/22,1100 UTC,0,6,17,20,6
2021/03/22,1200 UTC,0,7,24,6,17
2021/03/22,1300 UTC,0,17,2,23,9
2021/03/22,1400 UTC,0,9,17,25,4
2021/03/22,1500 UTC,0,2,16,4,25
2021/03/22,1600 UTC,0,2,17,2,25
2021/03/22,1700 UTC,0,30,3,18,3
2021/03/22,1800 UTC,0,15,6,28,2
2021/03/22,1900 UTC,0,6,15,7,26
2021/03/22,2000 UTC,0,4,13,9,26
2021/03/22,2100 UTC,0,4,13,4,25
2021/03/22,2200 UTC,0,9,15,24,9
2021/03/22,2300 UTC,0,24,9,16,1
2021/03/23,0000 UTC,0,3,24,8,16
2021/03/23,0100 UTC,0,23,9,16,8
2021/03/23,0200 UTC,0,16,9,21,2
2021/03/23,0300 UTC,0,16,9,21,17
2021/03/23,0400 UTC,0,16,9,19,8
2021/03/23,0500 UTC,0,16,4,19,1
2021/03/23,0600 UTC,0,16,8,18,4
2021/03/23,0700 UTC,0,18,6,16,9
2021/03/23,0800 UTC,0,9,18,5,17
2021/03/23,0900 UTC,0,16,4,17,9
2021/03/23,1000 UTC,0,18,2,18,2
2021/03/23,1100 UTC,0,24,1,8,16
2021/03/23,1200 UTC,0,16,9,23,6
2021/03/23,1300 UTC,0,17,8,25,8
2021/03/23,1400 UTC,0,9,28,2,18
2021/03/23,1500 UTC,0,17,1,27,18
2021/03/23,1600 UTC,0,1,15,27,3
2021/03/23,1700 UTC,0,2,14,1,27
2021/03/23,1800 UTC,0,2,17,29,2
2021/03/23,1900 UTC,0,1,15,5,29
2021/03/23,2000 UTC,0,15,3,26,16
2021/03/23,2100 UTC,0,7,14,6,25
2021/03/23,2200 UTC,0,14,9,25,2
2021/03/23,2300 UTC,0,14,8,25,1
2021/03/24,0000 UTC,0,15,9,24,9
2021/03/24,0100 UTC,0,17,24,3,17
2021/03/24,0200 UTC,0,3,24,17,4
2021/03/24,0300 UTC,0,17,3,21,4
2021/03/24,0400 UTC,0,21,6,17,5
2021/03/24,0500 UTC,0,2,21,3,17
2021/03/24,0600 UTC,0,17,4,19,9
2021/03/24,0700 UTC,0,17,20,5,17
2021/03/24,0800 UTC,0,16,9,19,7
2021/03/24,0900 UTC,0,16,5,19,3
2021/03/24,1000 UTC,0,2,17,3,19
2021/03/24,1100 UTC,0,16,5,2,17
2021/03/24,1200 UTC,0,8,17,9,24
2021/03/24,1300 UTC,0,2,17,5,25
2021/03/24,1400 UTC,0,4,17,8,26
2021/03/24,1500 UTC,0,4,15,7,27
2021/03/24,1600 UTC,0,9,16,28,4
2021/03/24,1700 UTC,0,1,17,1,28
2021/03/24,1800 UTC,0,7,16,3,30
2021/03/24,1900 UTC,0,7,15,9,28
2021/03/24,2000 UTC,0,9,16,7,26
2021/03/24,2100 UTC,0,2,15,3,25
2021/03/24,2200 UTC,0,15,4,25,1
2021/03/24,2300 UTC,0,25,9,16,4
2021/03/25,0000 UTC,0,24,9,7,16
2021/03/25,0100 UTC,0,16,4,22,7
2021/03/25,0200 UTC,0,8,23,1,16
2021/03/25,0300 UTC,0,16,4,20,9
2021/03/25,0400 UTC,0,16,22,1,16
2021/03/25,0500 UTC,0,5,22,16,69
2021/03/25,0600 UTC,0,5,22,16,5
2021/03/25,0700 UTC,0,6,21,3,16
2021/03/25,0800 UTC,0,7,21,3,17
2021/03/25,0900 UTC,0,4,21,9,16
2021/03/25,1000 UTC,0,9,16,9,20
2021/03/25,1100 UTC,0,3,16,3,21
2021/03/25,1200 UTC,0,9,17,24,3
2021/03/25,1300 UTC,0,5,16,1,25
2021/03/25,1400 UTC,0,1,28,4,18
2021/03/25,1500 UTC,0,29,4,18,7
2021/03/25,1600 UTC,0,17,30,18,14
2021/03/25,1700 UTC,0,8,15,5,27
2021/03/25,1800 UTC,0,16,6,27,3
2021/03/25,1900 UTC,0,15,4,28,8
2021/03/25,2000 UTC,0,7,15,9,27
2021/03/25,2100 UTC,0,9,15,8,26
2021/03/25,2200 UTC,0,3,16,9,26
2021/03/25,2300 UTC,0,16,7,25,5
2021/03/26,0000 UTC,0,16,6,24,6
2021/03/26,0100 UTC,0,5,24,16,7
2021/03/26,0200 UTC,0,16,6,23,4
2021/03/26,0300 UTC,0,16,4,22,5
2021/03/26,0400 UTC,0,23,21,8,16
2021/03/26,0500 UTC,0,16,7,21,7
2021/03/26,0600 UTC,0,16,8,21,4
2021/03/26,0700 UTC,0,16,9,21,2
2021/03/26,0800 UTC,0,16,7,21,16
2021/03/26,0900 UTC,0,16,5,20,6
2021/03/26,1000 UTC,0,6,16,6,20
2021/03/26,1100 UTC,0,8,16,8,21
2021/03/26,1200 UTC,0,7,17,8,17
2021/03/26,1300 UTC,0,27,25,6,16
2021/03/26,1400 UTC,0,4,28,6,18
2021/03/26,1500 UTC,0,2,18,5,27
2021/03/26,1600 UTC,0,17,2,26,6
2021/03/26,1700 UTC,0,4,16,28,1
2021/03/26,1800 UTC,0,5,30,4,16
2021/03/26,1900 UTC,0,17,3,28,9
2021/03/26,2000 UTC,0,2,16,4,27
2021/03/26,2100 UTC,0,4,16,2,25
2021/03/26,2200 UTC,0,16,1,24,4
2021/03/26,2300 UTC,0,16,25,4,16
2021/03/27,0000 UTC,0,16,4,23,16
2021/03/27,0100 UTC,0,15,9,23,1
2021/03/27,0200 UTC,0,16,5,24,16
2021/03/27,0300 UTC,0,16,9,23,6
2021/03/27,0400 UTC,0,1,23,7,17
2021/03/27,0500 UTC,0,17,2,22,5
2021/03/27,0600 UTC,0,17,4,20,8
2021/03/27,0700 UTC,0,17,6,19,9
2021/03/27,0800 UTC,0,17,3,20,18
2021/03/27,0900 UTC,0,16,9,19,7
2021/03/27,1000 UTC,0,7,16,7,19
2021/03/27,1100 UTC,0,4,16,6,21
2021/03/27,1200 UTC,0,4,16,4,24
2021/03/27,1300 UTC,0,5,17,6,26
2021/03/27,1400 UTC,0,16,5,27,1
2021/03/27,1500 UTC,0,1,16,9,27
2021/03/27,1600 UTC,0,2,16,4,28
2021/03/27,1700 UTC,0,7,15,5,29
2021/03/27,1800 UTC,0,9,18,26,9
2021/03/27,1900 UTC,0,18,3,26,4
2021/03/27,2000 UTC,0,17,5,27,9
2021/03/27,2100 UTC,0,2,16,1,27
2021/03/27,2200 UTC,0,6,16,2,26
2021/03/27,2300 UTC,0,5,26,16,5
2021/03/28,0000 UTC,0,17,4,24,4
2021/03/28,0100 UTC,0,17,6,23,6
2021/03/28,0200 UTC,0,17,4,22,6
2021/03/28,0300 UTC,0,23,4,17,3
2021/03/28,0400 UTC,0,23,5,16,7
2021/03/28,0500 UTC,0,17,3,20,9
2021/03/28,0600 UTC,0,21,20,6,17
2021/03/28,0700 UTC,0,20,5,17,8
2021/03/28,0800 UTC,0,4,19,17,5
2021/03/28,0900 UTC,0,17,5,19,17
2021/03/28,1000 UTC,0,9,18,9,19
2021/03/28,1100 UTC,0,4,18,4,20
2021/03/28,1200 UTC,0,9,17,1,25
2021/03/28,1300 UTC,0,16,2,26,2
2021/03/28,1400 UTC,0,1,15,5,28
2021/03/28,1500 UTC,0,7,14,8,28
2021/03/28,1600 UTC,0,3,13,8,30
2021/03/28,1700 UTC,0,3,12,4,30
2021/03/28,1800 UTC,0,7,17,29,1
2021/03/28,1900 UTC,0,9,32,5,18
2021/03/28,2000 UTC,0,15,5,27,9
2021/03/28,2100 UTC,,2,22,15,1
2021/03/28,2200 UTC,,5,22,19,16
2021/03/28,2300 UTC,,2,17,3,19
2021/03/29,0000 UTC,0,8,21,1,18
2021/03/29,0100 UTC,1,4,17,19,4
2021/03/29,0200 UTC,2,8,17,4,18
2021/03/29,0300 UTC,1,17,5,18,7
2021/03/29,0400 UTC,,9,17,3,18
2021/03/29,0500 UTC,0,16,8,18,9
2021/03/29,0600 UTC,0,17,19,4,17
2021/03/29,0700 UTC,0,17,4,18,4
2021/03/29,0800 UTC,0,16,6,18,1
2021/03/29,0900 UTC,0,6,18,16,9
2021/03/29,1000 UTC,0,5,18,5,18
2021/03/29,1100 UTC,0,1,17,1,19
2021/03/29,1200 UTC,0,9,18,9,24
2021/03/29,1300 UTC,0,16,8,25,9
2021/03/29,1400 UTC,0,18,28,1,19
2021/03/29,1500 UTC,0,1,29,5,19
2021/03/29,1600 UTC,0,17,5,29,18
2021/03/29,1700 UTC,0,1,31,7,18
2021/03/29,1800 UTC,11,19,8,29,8
2021/03/29,1900 UTC,,19,6,20,2
2021/03/29,2000 UTC,0,18,8,19,6
2021/03/29,2100 UTC,,8,19,8,20
2021/03/29,2200 UTC,0,18,9,4,19
2021/03/29,2300 UTC,0,3,21,19,4
2021/03/30,0000 UTC,0,18,6,20,3
2021/03/30,0100 UTC,0,20,4,19,18
2021/03/30,0200 UTC,,8,18,4,19
2021/03/30,0300 UTC,0,18,2,3,18
2021/03/30,0400 UTC,0,17,5,18,9
2021/03/30,0500 UTC,0,17,9,18,7
2021/03/30,0600 UTC,0,17,6,18,8
2021/03/30,0700 UTC,0,17,5,18,8
2021/03/30,0800 UTC,0,17,7,7,17
2021/03/30,0900 UTC,0,17,5,18,7
2021/03/30,1000 UTC,0,4,18,4,18
2021/03/30,1100 UTC,0,4,18,4,19
2021/03/30,1200 UTC,0,17,5,23,3
2021/03/30,1300 UTC,0,7,18,7,25
2021/03/30,1400 UTC,0,8,18,27,3
2021/03/30,1500 UTC,0,7,19,9,28
2021/03/30,1600 UTC,0,7,19,9,29
2021/03/30,1700 UTC,0,9,18,29,3
2021/03/30,1800 UTC,0,4,18,1,29
2021/03/30,1900 UTC,0,9,19,3,26
2021/03/30,2000 UTC,0,2,16,6,23
2021/03/30,2100 UTC,0,9,16,22,9
2021/03/30,2200 UTC,0,16,1,8,16
2021/03/30,2300 UTC,,16,5,19,6
2021/03/31,0000 UTC,9,6,19,5,16
2021/03/31,0100 UTC,0,17,4,17,9
2021/03/31,0200 UTC,0,17,1,18,3
2021/03/31,0300 UTC,0,17,2,18,1
2021/03/31,0400 UTC,0,19,18,7,16
2021/03/31,0500 UTC,0,8,18,17,5
2021/03/31,0600 UTC,0,16,6,17,7
2021/03/31,0700 UTC,0,16,5,5,16
2021/03/31,0800 UTC,0,16,2,17,4
2021/03/31,0900 UTC,0,16,3,17,3
2021/03/31,1000 UTC,,19,17,17,2
2021/03/31,1100 UTC,0,6,18,4,18
2021/03/31,1200 UTC,0,8,17,2,21
2021/03/31,1300 UTC,0,7,18,23,8
2021/03/31,1400 UTC,0,2,16,9,25
2021/03/31,1500 UTC,0,1,17,6,27
2021/03/31,1600 UTC,0,3,15,7,27
2021/03/31,1700 UTC,0,5,14,2,29
2021/03/31,1800 UTC,0,6,13,28,2
2021/03/31,1900 UTC,0,8,14,6,28
2021/03/31,2000 UTC,0,6,15,4,16
2021/03/31,2100 UTC,0,1,14,7,25
2021/03/31,2200 UTC,0,14,9,23,3
2021/03/31,2300 UTC,0,1,24,6,16
2021/04/01,0000 UTC,0,14,5,23,7
2021/04/01,0100 UTC,0,15,8,23,15
2021/04/01,0200 UTC,0,15,4,22,3
2021/04/01,0300 UTC,0,16,8,20,1
2021/04/01,0400 UTC,0,16,7,19,5
2021/04/01,0500 UTC,0,16,7,18,9
2021/04/01,0600 UTC,0,16,2,18,3
2021/04/01,0700 UTC,0,15,2,18,3
2021/04/01,0800 UTC,0,15,4,18,2
2021/04/01,0900 UTC,0,15,3,17,8
2021/04/01,1000 UTC,0,1,15,5,17
2021/04/01,1100 UTC,0,6,16,18,1
2021/04/01,1200 UTC,0,16,8,9,17
2021/04/01,1300 UTC,0,6,17,6,24
2021/04/01,1400 UTC,0,5,15,1,25
2021/04/01,1500 UTC,0,9,17,26,5
2021/04/01,1600 UTC,0,9,15,5,28
2021/04/01,1700 UTC,0,7,16,9,27
2021/04/01,1800 UTC,0,3,13,3,27
2021/04/01,1900 UTC,0,8,13,6,27
2021/04/01,2000 UTC,0,13,4,27,6
2021/04/01,2100 UTC,0,9,13,25,7
2021/04/01,2200 UTC,0,2,26,3,13
2021/04/01,2300 UTC,0,24,1,14,7
2021/04/02,0000 UTC,0,14,2,22,7
2021/04/02,0100 UTC,0,8,23,1,14
2021/04/02,0200 UTC,0,8,22,5,13
2021/04/02,0300 UTC,0,2,22,2,13
2021/04/02,0400 UTC,0,13,9,18,8
2021/04/02,0500 UTC,0,14,9,18,9
2021/04/02,0600 UTC,0,20,5,15,2
2021/04/02,0700 UTC,0,20,4,15,1
2021/04/02,0800 UTC,0,5,20,4,14
2021/04/02,0900 UTC,0,3,19,7,14
2021/04/02,1000 UTC,0,6,18,5,14
2021/04/02,1100 UTC,0,14,2,18,5
2021/04/02,1200 UTC,0,15,3,22,2
2021/04/02,1300 UTC,0,16,25,9,15
2021/04/02,1400 UTC,0,4,17,7,24
2021/04/02,1500 UTC,0,17,7,26,1
2021/04/02,1600 UTC,0,9,17,9,26
2021/04/02,1700 UTC,0,16,8,27,6
2021/04/02,1800 UTC,0,17,8,27,4
2021/04/02,1900 UTC,0,9,28,1,18
2021/04/02,2000 UTC,0,18,6,25,1
2021/04/02,2100 UTC,0,9,18,2,23
2021/04/02,2200 UTC,0,17,8,23,1
2021/04/02,2300 UTC,0,17,9,22,2
2021/04/03,0000 UTC,0,17,7,21,9
2021/04/03,0100 UTC,0,17,6,8,17
2021/04/03,0200 UTC,0,17,5,4,17
2021/04/03,0300 UTC,0,17,3,21,1
2021/04/03,0400 UTC,0,21,2,17,4
2021/04/03,0500 UTC,0,1,21,17,2
2021/04/03,0600 UTC,0,1,21,5,17
2021/04/03,0700 UTC,0,17,2,20,3
2021/04/03,0800 UTC,0,17,3,20,2
2021/04/03,0900 UTC,0,17,4,19,9
2021/04/03,1000 UTC,0,17,9,20,3
2021/04/03,1100 UTC,0,2,17,5,21
2021/04/03,1200 UTC,0,8,18,8,23
2021/04/03,1300 UTC,0,2,18,8,24
2021/04/03,1400 UTC,0,9,18,24,7
2021/04/03,1500 UTC,0,9,18,8,25
2021/04/03,1600 UTC,0,2,18,26,4
2021/04/03,1700 UTC,0,7,17,7,27
2021/04/03,1800 UTC,0,18,8,27,5
2021/04/03,1900 UTC,0,1,18,7,27
2021/04/03,2000 UTC,0,18,9,25,8
2021/04/03,2100 UTC,0,17,7,4,18
2021/04/03,2200 UTC,0,18,1,22,3
2021/04/03,2300 UTC,0,8,22,4,18
2021/04/04,0000 UTC,1,4,18,9,20
2021/04/04,0100 UTC,,18,4,19,9
2021/04/04,0200 UTC,0,18,20,4,18
2021/04/04,0300 UTC,0,20,19,2,17
2021/04/04,0400 UTC,0,17,1,6,18
2021/04/04,0500 UTC,0,19,2,17,5
2021/04/04,0600 UTC,0,16,9,18,6
2021/04/04,0700 UTC,0,16,8,18,9
2021/04/04,0800 UTC,0,16,7,19,2
2021/04/04,0900 UTC,0,16,3,17,5
2021/04/04,1000 UTC,0,3,17,17,7
2021/04/04,1100 UTC,0,5,17,5,19
2021/04/04,1200 UTC,0,2,17,21,5
2021/04/04,1300 UTC,0,4,17,1,22
2021/04/04,1400 UTC,,1,18,22,9
2021/04/04,1500 UTC,0,1,18,1,24
2021/04/04,1600 UTC,0,9,17,26,4
2021/04/04,1700 UTC,0,1,17,2,27
2021/04/04,1800 UTC,0,1,15,4,27
2021/04/04,1900 UTC,0,27,25,15,9
2021/04/04,2000 UTC,0,17,6,23,4
2021/04/04,2100 UTC,0,9,24,5,17
2021/04/04,2200 UTC,0,16,8,22,8
2021/04/04,2300 UTC,0,7,23,17,16
2021/04/05,0000 UTC,0,1,22,9,16
2021/04/05,0100 UTC,0,15,2,5,16
2021/04/05,0200 UTC,0,3,21,15,2
2021/04/05,0300 UTC,0,14,5,4,14
2021/04/05,0400 UTC,0,14,6,20,14
2021/04/05,0500 UTC,0,14,8,19,3
2021/04/05,0600 UTC,0,14,5,19,1
2021/04/05,0700 UTC,0,14,4,18,7
2021/04/05,0800 UTC,0,14,3,18,2
2021/04/05,0900 UTC,0,1,18,9,14
2021/04/05,1000 UTC,0,3,14,3,17
2021/04/05,1100 UTC,0,6,14,6,18
2021/04/05,1200 UTC,0,2,15,5,20
2021/04/05,1300 UTC,0,4,15,21,5
2021/04/05,1400 UTC,0,8,15,8,22
2021/04/05,1500 UTC,0,1,15,4,23
2021/04/05,1600 UTC,0,3,14,3,23
2021/04/05,1700 UTC,0,2,15,5,24
2021/04/05,1800 UTC,0,3,15,5,24
2021/04/05,1900 UTC,0,2,26,1,16
2021/04/05,2000 UTC,0,8,14,4,23
2021/04/05,2100 UTC,0,23,9,14,8
2021/04/05,2200 UTC,0,15,3,1,15
2021/04/05,2300 UTC,0,14,9,21,6
2021/04/06,0000 UTC,0,14,7,20,7
2021/04/06,0100 UTC,0,6,21,1,14
2021/04/06,0200 UTC,0,4,20,9,14
2021/04/06,0300 UTC,0,8,20,3,14
2021/04/06,0400 UTC,0,5,19,14,9
2021/04/06,0500 UTC,0,14,2,18,7
2021/04/06,0600 UTC,0,14,4,18,4
2021/04/06,0700 UTC,0,7,18,9,14
2021/04/06,0800 UTC,0,7,18,14,8
